passangers,freight,mail,airline_id,year,month,class,ramp_to_ramp,air_time,origin_airport_id,destination_airport_id,aircraft_type,carrier,flight_id
1722,0,0,20500,2017,6,F,3388,2626,11292,13486,631,G7,1207
1681,0,0,20500,2017,6,F,2465,1891,13871,11292,631,G7,1208
1573,0,0,20304,2017,6,F,4640,3998,10693,11292,631,OO,1209
1860,0,0,20304,2017,6,F,4266,3504,11292,10693,673,OO,1210
1016,0,0,20304,2017,6,F,2929,2267,11292,12389,629,OO,1211
1387,0,0,20304,2017,6,F,2233,1572,11292,13029,673,OO,1212
1997,0,0,20304,2017,6,F,2633,1832,11292,13871,673,OO,1213
1134,0,0,20304,2017,6,F,3914,3104,12892,11109,629,OO,1214
4385,2034,29315,19977,2017,6,F,5432,4751,11292,10821,634,UA,1215
3896,3289,14285,19977,2017,6,F,2905,2300,11292,14107,634,UA,1216
3647,2449,12484,19977,2017,6,F,3174,2694,11292,14683,614,UA,1217
2703,542,5063,19977,2017,6,F,3951,3419,11292,14893,698,UA,1218
3283,1082,17166,19977,2017,6,F,2715,2180,14107,11292,698,UA,1219
3716,444,2777,19977,2017,6,F,3566,3062,14683,11292,614,UA,1220
3488,2312,0,19393,2017,6,F,6471,6022,10257,11292,612,WN,1221
4554,12594,0,19393,2017,6,F,6626,6136,10529,11292,614,WN,1222
4330,22565,0,19393,2017,6,F,7495,6622,10721,11292,614,WN,1223
4551,7042,0,19393,2017,6,F,4352,3760,11292,11433,614,WN,1224
4227,5294,0,19393,2017,6,F,3219,2751,14570,11292,614,WN,1225
1667,0,0,20452,2017,6,F,1191,534,11109,11292,677,YX,1226
1616,0,0,20452,2017,6,F,3439,2763,11292,10423,677,YX,1227
0,2198850,0,20107,2017,6,G,3781,2932,11292,13244,740,FX,1228
2610,569,0,19805,2017,6,F,5020,4498,11292,14100,614,AA,1229
3163,466,0,19805,2017,6,F,2972,2386,11292,14107,698,AA,1230
2489,0,0,19805,2017,6,F,3313,2524,11503,11298,622,AA,1231
4196,80,0,19805,2017,6,F,4003,3130,12892,11292,614,AA,1232
4330,250,5277,19805,2017,6,F,7068,6225,13303,11292,699,AA,1233
3296,431,3077,19805,2017,6,F,2823,2236,14107,11292,698,AA,1234
4451,922,257,19790,2017,6,F,4696,4025,11292,11433,694,DL,1235
1686,0,0,20500,2017,6,F,2669,2025,11292,13851,631,G7,1236
1643,0,0,20500,2017,6,F,3126,2576,13486,11292,631,G7,1237
1767,0,0,20304,2017,6,F,4913,4218,10599,11292,631,OO,1238
1880,0,0,20304,2017,6,F,4492,3481,11109,13930,673,OO,1239
1111,0,0,20304,2017,6,F,2252,1630,11292,13029,629,OO,1240
1040,0,0,20304,2017,6,F,2482,1952,13029,11292,629,OO,1241
4160,915,359,19977,2017,6,F,3481,2933,10423,11292,614,UA,1242
4629,167,0,19977,2017,6,F,6544,5733,11278,11292,634,UA,1243
4488,480,0,19977,2017,6,F,5217,4687,11292,11278,634,UA,1244
4400,951,0,19393,2017,6,F,4730,4234,11292,14122,614,WN,1245
3949,0,0,20436,2017,6,F,5331,4772,11292,14492,698,F9,1246
3838,0,0,20436,2017,6,F,3447,2848,11292,14683,698,F9,1247
4765,0,0,20436,2017,6,F,4228,3453,14057,11292,694,F9,1248
3890,0,0,20436,2017,6,F,6339,5555,14492,11292,698,F9,1249
3981,0,0,20436,2017,6,F,3960,3121,14683,11292,698,F9,1250
4466,0,0,20416,2017,6,F,4530,3850,11292,11433,694,NK,1251
5775,0,0,20416,2017,6,F,6147,5620,11292,11697,699,NK,1252
5583,0,0,20416,2017,6,F,6966,6147,11697,11292,699,NK,1253
4792,0,0,20416,2017,6,F,4161,3463,12266,11292,694,NK,1254
1648,0,0,20378,2017,6,F,3165,2479,13502,11298,638,YV,1255
1038,0,0,20237,2017,6,F,2936,2363,11292,11637,675,AX,1256
1158,0,0,20366,2017,6,F,4293,3443,11109,13930,675,EV,1257
3826,195,521,19805,2017,6,F,4768,3401,11292,12892,614,AA,1258
4379,201,2423,19805,2017,6,F,6998,6063,11292,13303,699,AA,1259
3286,0,0,19805,2017,6,F,3568,2967,11298,11503,622,AA,1260
1193,0,0,20304,2017,6,F,3287,2635,10372,11298,631,OO,1261
1346,0,0,20304,2017,6,F,2490,1728,11292,12278,629,OO,1262
1587,0,0,20304,2017,6,F,3775,2996,11298,10372,631,OO,1263
4615,3997,41631,19977,2017,6,F,5065,4241,11292,10397,634,UA,1264
4558,1502,0,19977,2017,6,F,3786,3223,11292,11884,634,UA,1265
9532,175205,9451,19977,2017,6,F,4168,3271,11292,12892,627,UA,1266
3446,1307,12336,19977,2017,6,F,3147,2485,11292,14107,698,UA,1267
5596,54130,1818,19977,2017,6,F,4864,3659,11292,14771,887,UA,1268
